text,label
the director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of truffaut .,1
". . . may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence . this scarlet's letter is a . . . as in aimless , arduous , and arbitrary .",0
the movie doesn't add anything fresh to the myth .,0
"many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside , and i don't think that a . c . will help this movie one bit .",1
"things really get weird , though not particularly scary : the movie is all portent and no content .",0
"stevenson's performance is at once clueless and fiercely committed , a volatile combination .",1
"this new time machine is hardly perfect yet it proves surprisingly serviceable . even at its worst , it's not half-bad .",1
"when a film is created solely because it's a marketable product , soulless and ugly movies like this are the result . let your silly childhood nostalgia slumber unmolested .",0
a psychological thriller with a smart script and an obsessive-compulsive's attention to detail .,1
"whatever one makes of its political edge , this is beautiful filmmaking from one of french cinema's master craftsmen .",1
"the year's happiest surprise , a movie that deals with a real subject in an always surprising way .",1
"para hitler , o mundo era sua tela ; e o horror , seu pincel . e max retrata este fato com elegante abandono , numa triste constatação da realidade histórica .",1
a work of astonishing delicacy and force .,1
"though jackson doesn't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape , it must be said that he is an imaginative filmmaker who can see the forest for the trees .",1
what better message than 'love thyself' could young women of any size receive ?,1
"jolting into charleston rhythms , the story has the sizzle of old news that has finally found the right vent ( accurate ? who cares ? ) .",1
"the four feathers is definitely horse feathers , but if you go in knowing that , you might have fun in this cinematic sandbox .",0
"you could say that it's slow at times , you could say that a few of the characters act in ways that real people wouldn't , but one thing you couldn't say is that alias betty is predictable .",1
the movie plays up the cartoon's more obvious strength of snazziness while neglecting its less conspicuous writing strength .,1
the most compelling performance of the year adds substantial depth to this shocking testament to anti-semitism and neo-fascism .,1
"call it magic realism or surrealism , but miss wonton floats beyond reality with a certain degree of wit and dignity .",1
"had the film boasted a clearer , more memorable , the creepiness would have gotten under the skin .",0
strange and beautiful film .,1
it's a lovely film with lovely performances by buy and accorsi .,1
"director elie chouraqui , who co-wrote the script , catches the chaotic horror of war , but why bother if you're going to subjugate truth to the tear-jerking demands of soap opera ?",0
canada's arctic light shines bright on this frozen tundra soap opera that breathes extraordinary life into the private existence of the inuit people .,1
"an overblown clunker full of bad jokes , howling cliches and by-the-numbers action sequences .",0
the kind of nervous film that will either give you a mild headache or exhilarate you .,1
uneven but a lot of fun .,1
"rehearsals are frequently more fascinating than the results . last dance , whatever its flaws , fulfills one facet of its mission in making me want to find out whether , in this case , that's true .",1
"the adventure doesn't contain half the excitement of balto , or quarter the fun of toy story 2 .",0
a frisky and fresh romantic comedy exporing sexual politics and the challenges of friendships between women .,1
"more than simply a portrait of early extreme sports , this peek into the 1970s skateboard revolution is a skateboard film as social anthropology . . .",1
one suspects that craven endorses they simply because this movie makes his own look much better by comparison .,0
"its lack of quality earns it a place alongside those other two recent dumas botch-jobs , the man in the iron mask and the musketeer .",0
"bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves .",1
"never mind whether you buy the stuff about barris being a cia hit man . the kooky yet shadowy vision clooney sustains throughout is daring , inventive and impressive .",1
"because of an unnecessary and clumsy last scene , 'swimfan' left me with a very bad feeling .",0
"one of the smarter offerings the horror genre has produced in recent memory , even if it's far tamer than advertised .",1
"daring , mesmerizing and exceedingly hard to forget .",1
"though there are entertaining and audacious moments , the movie's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker's flailing reputation .",0
"just because it really happened to you , honey , doesn't mean that it's interesting to anyone else .",0
real women have curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by ferrera and ontiveros .,1
"reggio's trippy , ambitious downer can also sometimes come across like nothing more than a glorified nike ad .",0
"splashes its drama all over the screen , subjecting its audience and characters to action that feels not only manufactured , but also so false you can see the filmmakers' puppet strings .",0
a modest pleasure that accomplishes its goals with ease and confidence .,1
"devos and cassel have tremendous chemistry -- their sexual and romantic tension , while never really vocalized , is palpable .",1
"shadyac , who belongs with the damned for perpetrating patch adams , trots out every ghost trick from the sixth sense to the mothman prophecies .",0
true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to tell of the unspeakable .,1
upper west sidey exercise in narcissism and self-congratulation disguised as a tribute .,0
"ratliff's two previous titles , plutonium circus and purgatory county show his penchant for wry , contentious configurations , and this film is part of that delicate canon .",1
[a] real pleasure in its laid-back way .,1
". . . a story , an old and scary one , about the monsters we make , and the vengeance they take .",1
"the humor is forced and heavy-handed , and occasionally simply unpleasant .",0
"there is no psychology here , and no real narrative logic -- just a series of carefully choreographed atrocities , which become strangely impersonal and abstract .",0
"i liked about schmidt a lot , but i have a feeling that i would have liked it much more if harry & tonto never existed .",1
"mastering its formidable arithmetic of cameras and souls , group articulates a flood of emotion .",1
"bolstered by an astonishing voice cast ( excepting love hewitt ) , an interesting racial tension , and a storyline that i haven't encountered since at least pete's dragon .",0
how inept is serving sara ? it makes even elizabeth hurley seem graceless and ugly .,0
"the misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten .",0
"truth to tell , if you've seen more than half-a-dozen horror films , there's nothing here you haven't seen before .",0
"everything's serious , poetic , earnest and -- sadly -- dull .",0
"hard , endearing , caring , warm . bring tissues .",1
"it establishes its ominous mood and tension swiftly , and if the suspense never rises to a higher level , it is nevertheless maintained throughout .",1
"in an effort , i suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy-washy .",0
predecessors the mummy and the mummy returns stand as intellectual masterpieces next to the scorpion king .,0
manages to be both repulsively sadistic and mundane .,0
rainy days and movies about the disintegration of families always get me down .,0
there has always been something likable about the marquis de sade .,1
a sentimental hybrid that could benefit from the spice of specificity .,0
"it's hard to quibble with a flick boasting this many genuine cackles , but notorious c . h . o . still feels like a promising work-in-progress .",0
new best friend shouldn't have gone straight to video ; it should have gone straight to a mystery science theater 3000 video .,0
why would anyone cast the magnificent jackie chan in a movie full of stunt doubles and special effects ?,0
chai's structure and pacing are disconcertingly slack .,0
the filmmakers' eye for detail and the high standards of performance convey a strong sense of the girls' environment .,1
forgettable horror -- more gory than psychological -- with a highly satisfying quotient of friday-night excitement and milla power .,1
"if there was any doubt that peter o'fallon didn't have an original bone in his body , a rumor of angels should dispel it .",0
"against all odds in heaven and hell , it creeped me out just fine .",1
a plodding look at the french revolution through the eyes of aristocrats .,0
"with so many bad romances out there , this is the kind of movie that deserves a chance to shine .",1
a documentary to make the stones weep -- as shameful as it is scary .,1
"there is a kind of attentive concern that hoffman brings to his characters , as if he has been giving them private lessons , and now it is time for their first public recital .",1
"the urban landscapes are detailed down to the signs on the kiosks , and the color palette , with lots of somber blues and pinks , is dreamy and evocative .",1
julia is played with exasperating blandness by laura regan .,0
"very solid , very watchable first feature for director peter sheridan",1
imamura has said that warm water under a red bridge is a poem to the enduring strengths of women . it may also be the best sex comedy about environmental pollution ever made .,1
could i have been more geeked when i heard that apollo 13 was going to be released in imax format ? in a word : no .,1
"faithful without being forceful , sad without being shrill , "" a walk to remember "" succeeds through sincerity .",1
i liked this film a lot . . .,1
vampire epic succeeds as spooky action-packed trash of the highest order .,1
this version incarnates the prophetic book in a way even its exacting author might admire .,1
at 78 minutes it just zings along with vibrance and warmth .,1
the film is full of charm .,1
"the acting is just fine , but there's not enough substance here to sustain interest for the full 90 minutes , especially with the weak payoff .",0
"despite the authenticity of the trappings , the film is overblown in its plotting , hackneyed in its dialogue and anachronistic in its style .",0
"you really have to salute writer-director haneke ( he adapted elfriede jelinek's novel ) for making a film that isn't nearly as graphic but much more powerful , brutally shocking and difficult to watch .",1
"largely , this is a movie that also does it by the numbers .",0
you might be shocked to discover that seinfeld's real life is boring .,0
a mixed bag of a comedy that can't really be described as out of this world .,0
"the only camouflage carvey should now be considering is a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers .",0
i hate this movie,0
"supposedly , pokemon can't be killed , but pokemon 4ever practically assures that the pocket monster movie franchise is nearly ready to keel over .",0
"once again , director jackson strikes a rewarding balance between emotion on the human scale and action/effects on the spectacular scale .",1
teen movies have really hit the skids .,0
"a loud , ugly , irritating movie without any of its satirical salvos hitting a discernible target .",0
wait for it to hit cable .,0
bullock's complete lack of focus and ability quickly derails the film,0
brilliantly explores the conflict between following one's heart and following the demands of tradition .,1
"a smart , compelling drama .",1
"ryan gosling is , in a word , brilliant as the conflicted daniel .",1
"like life on the island , the movie grows boring despite the scenery .",0
it's both sitcomishly predictable and cloying in its attempts to be poignant .,0
"[it's] difficult to get beyond the overall blandness of american chai , despite its likable performances and refreshingly naive point of view .",0
"in its ragged , cheap and unassuming way , the movie works .",1
the riveting performances by the incredibly flexible cast make love a joy to behold .,1
it's always fascinating to watch marker the essayist at work .,1
"writer/director walter hill is in his hypermasculine element here , once again able to inject some real vitality and even art into a pulpy concept that , in many other hands would be completely forgettable .",1
"there's too much forced drama in this wildly uneven movie , about a young man's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present .",0
"the movie certainly has its share of clever moments and biting dialogue , but there's just not much lurking below its abstract surface .",0
"on its own staggeringly unoriginal terms , this gender-bending comedy is generally quite funny .",1
"a thoroughly enjoyable , heartfelt coming-of-age comedy .",1
"maybe it's just because this past year has seen the release of some of the worst film comedies in decades . . . but honestly , analyze that really isn't all that bad .",1
[villeneuve] seems to realize intuitively that even morality is reduced to an option by the ultimate mysteries of life and death .,1
"despite all the closed-door hanky-panky , the film is essentially juiceless .",0
a subtle and well-crafted ( for the most part ) chiller .,1
the next generation of mob movie . part low rent godfather . part three stooges .,1
there's a wickedly subversive bent to the best parts of birthday girl .,1
"the movie , like bartleby , is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes .",0
the pianist is polanski's best film .,1
touché !,1
"rock's stand-up magic wanes . hopkins , squarely fills the screen . action - mechanical .",0
an intermittently pleasing but mostly routine effort .,0
it's hard to imagine that even very small children will be impressed by this tired retread .,0
". . . while the humor aspects of 'jason x' were far more entertaining than i had expected , everything else about the film tanks .",0
interesting and thoroughly unfaithful version of carmen,0
"the last 20 minutes are somewhat redeeming , but most of the movie is the same teenage american road-trip drek we've seen before - only this time you have to read the fart jokes",0
this is such a dazzlingly self-assured directorial debut that it's hard to know what to praise first .,1
witless but watchable .,1
"it could change america , not only because it is full of necessary discussion points , but because it is so accessible that it makes complex politics understandable to viewers looking for nothing but energetic entertainment .",1
"as an actor's showcase , hart's war has much to recommend it , even if the top-billed willis is not the most impressive player . as a story of dramatic enlightenment , the screenplay by billy ray and terry george leaves something to be desired .",0
"one of those rare , exhilarating cinematic delights that gets even better in hindsight , as you mull over its every nuance in your mind .",1
"opening with some contrived banter , cliches and some loose ends , the screenplay only comes into its own in the second half .",1
"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us .",1
an impeccable study in perversity .,1
[westbrook] makes a wonderful subject for the camera .,1
"although god is great addresses interesting matters of identity and heritage , it's hard to shake the feeling that it was intended to be a different kind of film .",0
"in both the writing and cutting , it does not achieve the kind of dramatic unity that transports you . you end up simply admiring this bit or that , this performance or that .",0
"what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance .",0
"theirs is a simple and heart-warming story , full of mirth that should charm all but the most cynical .",1
"there's a disreputable air about the whole thing , and that's what makes it irresistible .",1
"while the path may be familiar , first-time director denzel washington and a top-notch cast manage to keep things interesting .",1
a subject like this should inspire reaction in its audience ; the pianist does not .,1
noyce films it more as a shocking history lesson than as drama .,1
"a soggy , shapeless mess . . . just a dumb excuse for a waterlogged equivalent of a haunted-house movie .",0
a thriller without thrills and a mystery devoid of urgent questions .,0
a series of immaculately composed shots of patch adams quietly freaking out does not make for much of a movie .,0
a fascinating literary mystery story with multiple strands about the controversy of who really wrote shakespeare's plays .,1
"if you haven't seen the film lately , you may be surprised at the variety of tones in spielberg's work . much of it is funny , but there are also some startling , surrealistic moments . . .",1
is there enough material to merit a documentary on the making of wilco's last album ?,0
falls short in explaining the music and its roots .,0
can't seem to get anywhere near the story's center .,0
it offers little beyond the momentary joys of pretty and weightless intellectual entertainment .,0
sayles has an eye for the ways people of different ethnicities talk to and about others outside the group .,1
"this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it strangely magnetic .",0
"it made me feel unclean , and i'm the guy who liked there's something about mary and both american pie movies . oh , and booty call .",0
"this orange has some juice , but it's far from fresh-squeezed .",1
it's bedeviled by labored writing and slack direction .,0
"for those who are intrigued by politics of the '70s , the film is every bit as fascinating as it is flawed .",1
"most impressive , though , is the film's open-ended finale that refuses to entirely close its characters' emotional wounds .",1
"if it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about right .",1
what can one say about a balding 50-year-old actor playing an innocent boy carved from a log ?,0
"it has the courage to wonder about big questions with sincerity and devotion . it risks seeming slow and pretentious , because it thinks the gamble is worth the promise .",1
a compelling portrait of moral emptiness,1
"blue crush follows the formula , but throws in too many conflicts to keep the story compelling .",0
"what saves it . . . and makes it one of the better video-game-based flicks , is that the film acknowledges upfront that the plot makes no sense , such that the lack of linearity is the point of emotional and moral departure for protagonist alice .",1
"ultimately , it ponders the reasons we need stories so much .",1
"call me a cynic , but there's something awfully deadly about any movie with a life-affirming message .",0
"vaguely interesting , but it's just too too much .",0
the sword fighting is well done and auteuil is a goofy pleasure .,1
you won't have any trouble getting kids to eat up these veggies .,1
it's rare that a movie can be as intelligent as this one is in every regard except its storyline ; everything that's good is ultimately scuttled by a plot that's just too boring and obvious .,0
"in all the annals of the movies , few films have been this odd , inexplicable and unpleasant .",0
"there are no special effects , and no hollywood endings .",1
"i would have preferred a transfer down the hall to mr . holland's class for the music , or to robin williams's lecture so i could listen to a teacher with humor , passion , and verve .",0
"every once in a while , a movie will come along that turns me into that annoying specimen of humanity that i usually dread encountering the most - the fanboy",1
"it's mildly interesting to ponder the peculiar american style of justice that plays out here , but it's so muddled and derivative that few will bother thinking it all through .",0
moonlight mile doesn't quite go the distance but the cast is impressive and they all give life to these broken characters who are trying to make their way through this tragedy .,1
"this would-be 'james bond for the extreme generation' pic is one big , dumb action movie . stress 'dumb . '",0
this is a film brimming with detail and nuance and one that speaks volumes about the ability of the human spirit to find solace in events that could easily crush it forever .,1
"a broadly played , lowbrow comedy in which the cast delivers mildly amusing performances and no farm animals were injured by any of the gags .",0
"slow and ponderous , but rohmer's drama builds to an intense indoor drama about compassion , sacrifice , and christian love in the face of political corruption .",1
"enjoyably dumb , sweet , and intermittently hilarious -- if you've a taste for the quirky , steal a glimpse .",1
"like rudy yellow lodge , eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider .",1
a long-winded and stagy session of romantic contrivances that never really gels like the shrewd feminist fairy tale it could have been .,0
"its gross-out gags and colorful set pieces . . . are of course stultifyingly contrived and too stylized by half . still , it gets the job done -- a sleepy afternoon rental .",1
this 90-minute postmodern voyage was more diverting and thought-provoking than i'd expected it to be .,1
an enchanting film that presents an audacious tour of the past and takes within its warm embrace the bounties of cultural artifacts inside st . petersburg's hermitage museum .,1
"tense , terrific , sweaty-palmed fun .",1
"preaches to two completely different choirs at the same time , which is a pretty amazing accomplishment .",1
a cop story that understands the medium amazingly well .,1
"one senses in world traveler and in his earlier film that freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact .",0
the master of disguise represents adam sandler's latest attempt to dumb down the universe .,0
more whiny downer than corruscating commentary .,0
"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma's scarface . that's a cheat .",0
"like the best of godard's movies . . . it is visually ravishing , penetrating , impenetrable .",1
"perhaps it's cliche to call the film 'refreshing , ' but it is . 'drumline' shows a level of young , black manhood that is funny , touching , smart and complicated .",1
"romanek keeps the film constantly taut . . . reflecting the character's instability with a metaphorical visual style and an unnerving , heartbeat-like score .",1
"despite its good nature and some genuinely funny moments , super troopers suffers from a bad case of arrested development .",0
'de niro . . . is a veritable source of sincere passion that this hollywood contrivance orbits around . ',1
"for all its surface frenzy , high crimes should be charged with loitering -- so much on view , so little to offer .",0
all the well-meaningness in the world can't erase the fact that the believer feels like a 12-step program for the jewish nazi .,0
"for most of its footage , the new thriller proves that director m . night shyamalan can weave an eerie spell and that mel gibson can gasp , shudder and even tremble without losing his machismo .",1
"the fun of the movie is the chance it affords to watch jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad .",1
a stirring road movie .,1
this is the best american movie about troubled teens since 1998's whatever .,1
can be viewed as pure composition and form -- film as music,1
. . . built on the premise that middle-class arkansas consists of monster truck-loving good ol' boys and peroxide blond honeys whose worldly knowledge comes from tv reruns and supermarket tabloids .,0
"instead of making his own style , director marcus adams just copies from various sources  good sources , bad mixture",0
it's a sometimes interesting remake that doesn't compare to the brilliant original .,0
manages to be sweet and wickedly satisfying at the same time .,1
"a witty , low-key romantic comedy .",1
"like the excruciating end of days , collateral damage presents schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions .",0
"a real story about real people living their lives concerned about the future of an elderly , mentally handicapped family member .",1
offers an interesting look at the rapidly changing face of beijing .,1
nicks and steinberg match their own creations for pure venality -- that's giving it the old college try .,0
unflinchingly bleak and desperate,1
steers turns in a snappy screenplay that curls at the edges ; it's so clever you want to hate it . but he somehow pulls it off .,1
you leave feeling like you've endured a long workout without your pulse ever racing .,0
"if the film has a problem , its shortness disappoints : you want the story to go on and on .",1
"it's consistently funny , in an irresistible junior-high way , and consistently free of any gag that would force you to give it a millisecond of thought .",1
another in-your-face wallow in the lower depths made by people who have never sung those blues .,0
close enough in spirit to its freewheeling trash-cinema roots to be a breath of fresh air .,1
most of crush is a clever and captivating romantic comedy with a welcome pinch of tartness .,1
"[gai] comes closer to any actress i can remember to personifying independence in its purest and , yes , most intimidating form .",1
not one moment in the enterprise didn't make me want to lie down in a dark room with something cool to my brow .,0
"if there's no art here , it's still a good yarn -- which is nothing to sneeze at these days .",1
"third time's the charm . . . yeah , baby !",1
drowning's too good for this sucker .,0
"one of the more irritating cartoons you will see this , or any , year .",0
"although bright , well-acted and thought-provoking , tuck everlasting suffers from a laconic pace and a lack of traditional action .",0
a film that will enthrall the whole family .,1
all prints of this film should be sent to and buried on pluto .,0
execrable .,0
"with 'bowling for columbine , ' michael moore gives us the perfect starting point for a national conversation about guns , violence , and fear .",1
"director benoit jacquot , making his first opera-to-film translation with tosca , conveys the heaving passion of puccini's famous love-jealousy- murder-suicide fandango with great cinematic innovation .",1
". . . brian de palma is utterly mad : cinema mad , set-piece mad , style mad . it's a beautiful madness .",1
what you expect is just what you get . . . assuming the bar of expectations hasn't been raised above sixth-grade height .,0
"given how heavy-handed and portent-heavy it is , this could be the worst thing soderbergh has ever done .",0
national lampoon's van wilder could be the worst thing to come out of national lampoon since class reunion,0
"that neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks .",0
"led by griffin's smartly nuanced performance and enthusiasm , the cast has a lot of fun with the material .",1
"gaunt , silver-haired and leonine , [harris] brings a tragic dimension and savage full-bodied wit and cunning to the aging sandeman .",1
"i doubt anyone will remember the picture by the time christmas really rolls around , but maybe it'll be on video by then .",0
"the film wasn't preachy , but it was feminism by the book .",0
every so often a movie comes along that confirms one's worse fears about civilization as we know it . the new guy is one of them .,0
this real-life hollywood fairy-tale is more engaging than the usual fantasies hollywood produces .,1
"a taut , sobering film .",1
"the performances of the four main actresses bring their characters to life . a little melodramatic , but with enough hope to keep you engaged .",1
"the film is painfully authentic , and the performances of the young players are utterly convincing .",1
"it will come as no surprise that the movie isn't scary . but here's the real damn : it isn't funny , either .",0
by-the-numbers yarn .,0
proves that some movie formulas don't need messing with -- like the big-bug movie .,1
"mr . caine and mr . fraser are the whole show here , with their memorable and resourceful performances .",1
"the vintage is pure '87 , with a halfhearted twist on its cautionary message : fatal attraction = don't have an affair with a nutjob ; unfaithful = don't if you're married to one .",0
there aren't many laughs in this interesting study of the cultural mores of georgian jews in tel aviv .,0
"all in all , the count of monte cristo is okay , but it is surely no classic , like the novel upon which it is based .",1
"a heartbreakingly thoughtful minor classic , the work of a genuine and singular artist .",1
"the rest of the plot is impossible to explain without blowing whatever tension there is , although it's more comedy than suspense de palma creates .",0
what kids will discover is a new collectible . what parents will suspect is that they're watching a 76-minute commercial .,0
"lame , haphazard teen comedy .",0
eisenstein lacks considerable brio for a film about one of cinema's directorial giants .,0
"a gimmick in search of a movie : how to get carvey into as many silly costumes and deliver as many silly voices as possible , plot mechanics be damned .",0
"unfunny and lacking any sense of commitment to or affection for its characters , the reginald hudlin comedy relies on toilet humor , ethnic slurs .",0
"hardly a nuanced portrait of a young woman's breakdown , the film nevertheless works up a few scares .",0
"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world .",1
too much of the humor falls flat .,0
i love the opening scenes of a wintry new york city in 1899 . cinematic poetry showcases the city's old-world charm before machines change nearly everything .,1
"the documentary does little , apart from raising the topic , to further stoke the conversation .",0
"the film doesn't sustain its initial promise with a jarring , new-agey tone creeping into the second half",1
director rob marshall went out gunning to make a great one .,1
"nobody seems to have cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last-minute , haphazard theatrical release .",0
a portrait of an artist .,1
a chaotic panorama that's too busy flying a lot of metaphoric flags .,0
has little on its mind aside from scoring points with drag gags .,0
"the most memorable moment was when green threw medical equipment at a window ; not because it was particularly funny , but because i had a serious urge to grab the old lady at the end of my aisle's walker and toss it at the screen in frustration .",0
"one problem with the movie , directed by joel schumacher , is that it jams too many prefabricated story elements into the running time .",0
the movie has an avalanche of eye-popping visual effects .,1
"having never been a huge fan of dickens' 800-page novel , it surprised me how much pleasure i had watching mcgrath's version .",1
"a feature-length , r-rated , road-trip version of mama's family .",0
"it's a lot to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as phoenix's .",0
if your taste runs to 'difficult' films you absolutely can't miss it .,1
"a bit of a downer and a little over-dramatic at times , but this is a beautiful film for people who like their romances to have that french realism .",1
"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .",0
sensitive ensemble performances and good period reconstruction add up to a moving tragedy with some buoyant human moments .,1
"the new faces are interesting , but the old story isn't , especially when it starts to seem more improvised than scripted .",0
"it lets you brush up against the humanity of a psycho , without making him any less psycho .",1
"suffice to say that after seeing this movie in imax form , you'll be more acquainted with the tiniest details of tom hanks' face than his wife is .",1
"holm does his sly , intricate magic , and iben hjelje is entirely appealing as pumpkin .",1
"without a strong script and energetic acting , dogma films can produce the same sleep-inducing effects as watching your neighbor's home videos .",0
"its cast full of caffeinated comedy performances more than make up for its logical loopholes , which fly by so fast there's no time to think about them anyway .",1
a taut psychological thriller that doesn't waste a moment of its two-hour running time .,1
the lack of opposing viewpoints soon grows tiresome -- the film feels more like a series of toasts at a testimonial dinner than a documentary .,0
whole stretches of the film may be incomprehensible to moviegoers not already clad in basic black .,0
barry sonnenfeld owes frank the pug big time,0
a bravura exercise in emptiness .,0
"my big fat greek wedding is not only the best date movie of the year , it's also a -- dare i say it twice -- delightfully charming -- and totally american , i might add -- slice of comedic bliss .",1
a whimsical if predictable time-travel fable marred by a willful single-mindedness .,0
little more than a well-mounted history lesson .,0
the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,0
'a' for creativity but comes across more as a sketch for a full-length comedy .,0
the movie succumbs to being nothing more than a formulaic chase in the dark .,0
"feels at times like a giant commercial for universal studios , where much of the action takes place .",0
so aggressively cheery that pollyana would reach for a barf bag .,0
"director of photography benoit delhomme shot the movie in delicious colors , and the costumes and sets are grand .",1
"apallingly absurd . . . the chemistry or lack thereof between newton and wahlberg could turn an imax theater into a 9 "" black and white portable tv .",0
a lively and engaging examination of how similar obsessions can dominate a family .,1
"no matter how you slice it , mark wahlberg and thandie newton are not hepburn and grant , two cinematic icons with chemistry galore .",0
"even if you feel like you've seen this movie a thousand times before , it is kind of enjoyable thanks mainly to belushi's easy-going likableness .",0
has its charming quirks and its dull spots .,0
""" birthday girl "" is an actor's movie first and foremost .",1
solondz is so intent on hammering home his message that he forgets to make it entertaining .,1
". . . post-september 11 , "" the sum of all fears "" seems more tacky and reprehensible , manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves .",0
a weird and wonderful comedy .,1
"affirms the gifts of all involved , starting with spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together .",1
marvelously entertaining and deliriously joyous documentary .,1
"such master screenwriting comes courtesy of john pogue , the yale grad who previously gave us "" the skulls "" and last year's "" rollerball . "" enough said , except : film overboard !",0
"it's a film with an idea buried somewhere inside its fabric , but never clearly seen or felt .",0
"an unpredictable blend of gal-pal smart talk , romantic comedy and dark tragedy that bites off considerably more than writer/director john mckay can swallow .",0
"as social exposé , skins has its heart in the right place , but that's not much to hang a soap opera on .",0
"here's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you .",1
compellingly watchable .,1
allen's funniest and most likeable movie in years .,1
"at a time when half the so-called real movies are little more than live-action cartoons , it's refreshing to see a cartoon that knows what it is , and knows the form's history .",1
"the explosion essentially ruined -- or , rather , overpowered -- the fiction of the movie for me .",0
a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession .,1
sheridan's take on the author's schoolboy memoir . . . is a rather toothless take on a hard young life .,0
a compendium of solondz's own worst instincts in under 90 minutes .,0
`hey arnold ! ' has some visual wit . . . but little imagination elsewhere .,0
"one of those energetic surprises , an original that pleases almost everyone who sees it .",1
"a surprisingly flat retread , hobbled by half-baked setups and sluggish pacing .",0
"it irritates and saddens me that martin lawrence's latest vehicle can explode obnoxiously into 2 , 500 screens while something of bubba ho-tep's clearly evident quality may end up languishing on a shelf somewhere .",1
"it is amusing , and that's all it needs to be .",1
an unclassifiably awful study in self- and audience-abuse .,0
achieves a sort of filmic epiphany that revels in the true potential of the medium .,1
a thinly veiled look at different aspects of chinese life clashing with each other .,1
a suffocating rape-payback horror show that hinges on the subgenre's most enabling victim . . . and an ebullient affection for industrial-model meat freezers .,0
i cry for i spy -- or i would if this latest and laziest imaginable of all vintage-tv spinoffs were capable of engendering an emotional response of any kind .,0
this follow-up seems so similar to the 1953 disney classic that it makes one long for a geriatric peter .,0
how this one escaped the lifetime network i'll never know .,0
"a small fortune in salaries and stunt cars might have been saved if the director , tom dey , had spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek ) .",0
"when a movie has stuck around for this long , you know there's something there . it's that good .",1
may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen .,0
a tasty masala .,1
"viewed on its own terms , treasure planet is better-than-average family entertainment , but true fans of the stevenson's novel will likely prefer disney's more faithful 1950 live-action swashbuckling classic .",1
"the movie is hardly a masterpiece , but it does mark ms . bullock's best work in some time .",1
"a film neither bitter nor sweet , neither romantic nor comedic , neither warm nor fuzzy .",0
"an achingly enthralling premise , the film is hindered by uneven dialogue and plot lapses .",0
"'butterfingered' is the word for the big-fisted direction of jez butterworth , who manages to blast even the smallest sensitivities from the romance with his clamorous approach .",0
"[t]hose same extremes prevent us from taking its message seriously , and the stepford wives mentality doesn't work in a modern context .",0
"a dark , dull thriller with a parting shot that misfires .",0
"sparkling , often hilarious romantic jealousy comedy . . . attal looks so much like a young robert deniro that it seems the film should instead be called 'my husband is travis bickle' .",1
"ultimately , the message of trouble every day seems to be that all sexual desire disrupts life's stasis .",1
"what redeems the film is the cast , particularly the ya-yas themselves .",1
"a sham construct based on theory , sleight-of-hand , and ill-wrought hypothesis .",0
